Name,Team,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,AVG,BB%,K%,OBP,SLG,OPS,wOBA,wRC+,EV,Barrel%,HardHit%,NameASCII,PlayerId,MLBAMID
"Pete Crow-Armstrong","CHC",147,133,25,19,2,3,1,8,13,6,0,41,3,0.187969924,0.040816326,0.278911564,0.237762237,0.270676691,0.508438928,0.22748915673969508,45.03831496986477,87.1202059659091,0.04123711,0.28865979,"Pete Crow-Armstrong",27769,691718
"Alika Williams","PIT",68,62,13,10,1,2,0,8,2,2,0,14,0,0.209677419,0.029411764,0.205882352,0.234375,0.29032258,0.52469758,0.2297014594078064,44.15534658104388,87.21303304036458,0.01923077,0.28846154,"Alika Williams",27604,675961
"Garrett Hampson","KCR",122,113,31,23,7,1,0,9,8,7,0,35,0,0.274336283,0.057377049,0.286885245,0.316666666,0.3539823,0.670648966,0.29699243952830634,87.56247166627334,85.10613518792229,0.05,0.2875,"Garrett Hampson",19262,641658
"Luke Maile","CIN",114,99,18,13,3,0,2,8,8,10,0,37,4,0.181818181,0.087719298,0.324561403,0.280701754,0.272727272,0.553429026,0.2564049818013844,58.60980831468916,86.09632316468254,0.04761905,0.28571429,"Luke Maile",13355,571912
"Travis Jankowski","TEX",124,116,24,20,3,0,1,10,7,6,0,25,2,0.206896551,0.048387096,0.201612903,0.258064516,0.258620689,0.516685205,0.23511115485622036,46.897205746886996,86.01302449087079,0.01098901,0.28571429,"Travis Jankowski",13768,608671
"Brett Sullivan","SDP",10,10,3,2,0,0,1,1,2,0,0,3,0,0.3,0,0.3,0.3,0.6,0.9,0.383717930316925,155.96927237721906,81.70103963216145,0.14285714,0.28571429,"Brett Sullivan",18217,664954
"Zack Short","- - -",77,61,8,6,2,0,0,9,5,13,0,21,1,0.13114754,0.168831168,0.272727272,0.293333333,0.163934426,0.457267759,0.23390849113464354,49.15560297014134,88.19239924504207,0.02380952,0.28571429,"Zack Short",19562,670097
"Bubba Thompson","CIN",18,18,2,1,1,0,0,5,0,0,0,11,0,0.111111111,0,0.611111111,0.111111111,0.166666666,0.277777777,0.11930540204048157,-34.95161066781657,85.71342250279018,0.14285714,0.28571429,"Bubba Thompson",22261,669352
"Davis Wendzel","TEX",49,47,6,3,2,0,1,2,2,1,0,12,1,0.127659574,0.020408163,0.244897959,0.163265306,0.234042553,0.397307859,0.17673673313491198,6.895315393832382,85.43944594439338,0.08571429,0.28571429,"Davis Wendzel",26469,673995
"Kevin Kiermaier","TOR",167,153,29,21,4,2,2,16,12,8,0,56,1,0.189542483,0.047904191,0.335329341,0.233128834,0.281045751,0.514174585,0.228396119149916,46.05217856717098,85.25395202636719,0.03921569,0.28431373,"Kevin Kiermaier",11038,595281
"Reese McGuire","BOS",136,117,24,19,2,0,3,10,16,13,0,33,2,0.205128205,0.095588235,0.242647058,0.288888888,0.299145299,0.588034187,0.26648760945708666,64.6867370272301,83.86892233455882,0.07954545,0.28409091,"Reese McGuire",15674,624512
"Jeff McNeil","NYM",291,267,57,42,11,0,4,31,19,19,0,36,3,0.213483146,0.065292096,0.12371134,0.272413793,0.299625468,0.572039261,0.25736405972776744,69.07121570572164,86.59528702445652,0.01287554,0.2832618,"Jeff McNeil",15362,643446
"Wilmer Flores","SFG",227,199,41,27,10,0,4,19,25,20,1,30,3,0.20603015,0.088105726,0.13215859,0.281938325,0.316582914,0.598521239,0.26588762940558713,74.06943752719988,83.82968862897398,0.05747126,0.2816092,"Wilmer Flores",5827,527038
"Andrés Giménez","CLE",336,305,76,58,12,1,5,41,38,15,0,46,12,0.249180327,0.044642857,0.136904761,0.307462686,0.344262295,0.651724981,0.2909567007377966,89.62377178831085,86.09094900678295,0.03802281,0.28136882,"Andres Gimenez",19950,665926
"Dairon Blanco","KCR",85,76,18,14,3,0,1,20,4,5,0,22,1,0.236842105,0.058823529,0.258823529,0.289156626,0.315789473,0.604946099,0.27020625464887504,69.20686318351672,85.90228515625,0.05263158,0.28070175,"Dairon Blanco",19779,680118
"Nick Fortes","MIA",163,156,26,19,5,0,2,10,13,4,0,21,2,0.166666666,0.024539877,0.128834355,0.197530864,0.237179487,0.434710351,0.1942975061175264,20.9526025903714,85.51088169642857,0.01470588,0.27941176,"Nick Fortes",21538,663743
"Charlie Blackmon","COL",260,236,61,37,17,3,4,35,27,20,2,37,4,0.258474576,0.076923076,0.142307692,0.326923076,0.406779661,0.733702737,0.32020660772804144,92.16855768863908,84.54223134566327,0.06030151,0.27638191,"Charlie Blackmon",7859,453568
"Nolan Arenado","STL",329,297,77,57,13,0,7,30,34,22,0,53,4,0.259259259,0.0668693,0.161094224,0.31402439,0.373737373,0.687761763,0.303159752451792,98.07080008874719,85.08818869226907,0.032,0.276,"Nolan Arenado",9777,571448
"Miguel Rojas","LAD",164,151,44,28,13,0,3,21,19,10,0,15,1,0.291390728,0.060975609,0.091463414,0.337423312,0.437086092,0.774509404,0.3376176547419074,121.62852256243288,84.7712890625,0.02173913,0.27536232,"Miguel Rojas",7802,500743
"Gio Urshela","DET",203,190,45,37,6,0,2,12,21,11,0,31,1,0.236842105,0.054187192,0.152709359,0.280788177,0.3,0.580788177,0.260062438807464,66.0902264176647,85.17301950636943,0.04375,0.275,"Gio Urshela",10681,570482
"Alex Jackson","TBR",79,71,5,2,2,0,1,4,4,6,0,33,0,0.070422535,0.075949367,0.417721518,0.141025641,0.14084507,0.281870711,0.1347099863565885,-15.013932201657692,86.59461388221153,0.125,0.275,"Alex Jackson",17276,656577
"Robbie Grossman","- - -",158,133,28,21,6,0,1,15,11,23,0,33,0,0.210526315,0.14556962,0.208860759,0.32278481,0.278195488,0.600980298,0.27929209870628163,77.92344654423582,86.53126914828431,0.02941176,0.2745098,"Robbie Grossman",5254,543257
"Nolan Schanuel","LAA",316,276,66,50,8,0,8,30,30,27,0,55,4,0.239130434,0.085443037,0.174050632,0.310897435,0.355072463,0.665969898,0.2963114858437807,89.32587386931935,86.0328369140625,0.03478261,0.27391304,"Nolan Schanuel",33189,694384
"Jonny DeLuca","TBR",142,127,21,14,4,1,2,8,15,12,0,33,2,0.16535433,0.084507042,0.232394366,0.24822695,0.259842519,0.508069469,0.2334445148495072,52.6452867913858,84.0147219422043,0.06315789,0.27368421,"Jonny DeLuca",26365,676356
"Alex Call","WSN",21,16,5,4,1,0,0,6,1,3,0,5,2,0.3125,0.142857142,0.238095238,0.476190476,0.375,0.851190476,0.39628880932217553,158.86334032072912,88.64125754616477,0,0.27272727,"Alex Call",19296,669743
"Alexander Canario","CHC",25,22,6,4,1,0,1,4,2,2,0,11,1,0.272727272,0.08,0.44,0.36,0.454545454,0.814545454,0.3589886474609375,134.7780426102616,83.18236749822444,0.09090909,0.27272727,"Alexander Canario",22842,672744
"Trey Lipscomb","WSN",133,118,28,26,1,0,1,16,9,11,0,21,2,0.237288135,0.082706766,0.157894736,0.31060606,0.27118644,0.5817925,0.2681688503785567,71.429920177134,84.8621536726804,0.01010101,0.27272727,"Trey Lipscomb",31567,702358
"Nick Senzel","WSN",228,199,42,25,10,0,7,24,18,27,1,52,1,0.211055276,0.118421052,0.228070175,0.308370044,0.36683417,0.675204214,0.3004883171710293,93.48582420787729,84.33144932577055,0.06756757,0.27027027,"Nick Senzel",19293,669222
"Jacob Young","WSN",255,231,62,48,13,0,1,43,18,13,0,50,7,0.268398268,0.050980392,0.196078431,0.325396825,0.337662337,0.663059162,0.29768952017738703,91.57582989114914,85.07789248511905,0.02162162,0.27027027,"Jacob Young",29931,696285
"Austin Hedges","CLE",72,67,10,6,3,0,1,7,9,3,0,27,1,0.149253731,0.041666666,0.375,0.194444444,0.23880597,0.433250414,0.19389939142598045,23.113890738190594,83.04962768554688,0.02439024,0.26829268,"Austin Hedges",12976,595978
"Braden Shewmake","CHW",67,64,8,5,2,0,1,4,4,1,0,10,0,0.125,0.014925373,0.149253731,0.134328358,0.203125,0.337453358,0.1449067654894359,-13.521327159686974,86.51378728693182,0.03571429,0.26785714,"Braden Shewmake",25817,669699
"Vidal Bruján","MIA",161,147,34,23,8,2,1,17,8,11,2,31,3,0.231292517,0.068322981,0.192546583,0.298136645,0.333333333,0.631469978,0.2774669925371806,77.71029053543798,85.94244277686404,0.01724138,0.26724138,"Vidal Brujan",20536,660644
"Trenton Brooks","SFG",29,25,3,3,0,0,0,3,1,4,0,6,0,0.12,0.137931034,0.206896551,0.24137931,0.12,0.36137931,0.18692358814436813,20.18168847736918,87.18974473741319,0.05263158,0.26315789,"Trenton Brooks",19384,670092
"Matt Mervis","CHC",28,26,3,2,1,0,0,1,3,1,0,8,0,0.115384615,0.035714285,0.285714285,0.148148148,0.153846153,0.301994301,0.13792876844052915,-16.080741912056837,87.1280876608456,0.05263158,0.26315789,"Matt Mervis",27845,670223
"Matt Carpenter","STL",106,93,23,18,3,0,2,10,8,9,0,30,2,0.247311827,0.08490566,0.283018867,0.323809523,0.344086021,0.667895544,0.3002091725667318,96.05722396146137,85.6219422387295,0.03076923,0.26153846,"Matt Carpenter",8090,572761
"Tyler Fitzgerald","SFG",76,70,20,14,4,1,1,12,4,5,0,24,1,0.285714285,0.065789473,0.315789473,0.342105263,0.414285714,0.756390977,0.33276094731531647,119.70606549217308,86.69314236111111,0.02173913,0.26086957,"Tyler Fitzgerald",26208,666149
"Victor Scott II","STL",65,59,5,2,3,0,0,6,2,2,0,15,2,0.084745762,0.03076923,0.23076923,0.138461538,0.13559322,0.274054758,0.1289827383481539,-20.793521903285292,88.18673502604166,0,0.26086957,"Victor Scott II",31349,687363
"Isaac Paredes","TBR",337,294,81,50,17,1,13,32,45,33,2,57,8,0.275510204,0.097922848,0.169139465,0.362017804,0.472789115,0.834806919,0.3623641779173666,140.98929216781573,84.94078517259415,0.05020921,0.25941423,"Isaac Paredes",20036,670623
"Joey Wendle","NYM",37,36,8,7,1,0,0,3,1,1,0,9,0,0.222222222,0.027027027,0.243243243,0.243243243,0.25,0.493243243,0.22031747811549418,43.78936764943796,88.33579664963942,0,0.25925926,"Joey Wendle",13853,621563
"Isiah Kiner-Falefa","TOR",281,257,75,58,8,2,7,32,33,13,0,37,6,0.291828793,0.046263345,0.131672597,0.338129496,0.420233463,0.758362959,0.3325145154548206,117.40076841032065,85.07485779089862,0.02222222,0.25777778,"Isiah Kiner-Falefa",16512,643396
"Kyle Farmer","MIN",144,125,24,15,9,0,0,14,15,13,1,28,6,0.192,0.090277777,0.194444444,0.298611111,0.264,0.562611111,0.2606133776944834,68.02798505156701,85.61474105992268,0.02061856,0.25773196,"Kyle Farmer",14813,571657
"José Caballero","TBR",261,236,58,40,12,1,5,36,22,16,0,72,6,0.245762711,0.061302681,0.275862068,0.308880308,0.368644067,0.677524375,0.3007237096550842,98.74929766284752,83.87180621069183,0.05389222,0.25748503,"Jose Caballero",23401,676609
"Victor Robles","- - -",55,44,9,7,2,0,0,4,3,6,0,12,2,0.204545454,0.109090909,0.218181818,0.320754716,0.25,0.570754716,0.2700710712738757,75.08291180888146,86.27505197832662,0.14285714,0.25714286,"Victor Robles",18363,645302
"José Fermín","STL",46,41,6,5,0,1,0,3,0,4,0,6,1,0.146341463,0.086956521,0.130434782,0.239130434,0.195121951,0.434252385,0.206848179516585,32.3445050558227,84.62384905133929,0,0.25714286,"Jose Fermin",21746,665877
"Jon Berti","NYY",60,55,15,14,0,0,1,6,6,4,0,13,0,0.272727272,0.066666666,0.216666666,0.322033898,0.327272727,0.649306625,0.29199608907861224,90.29101624410964,82.55266462053571,0,0.25581395,"Jon Berti",12037,542932
"Nick Loftin","KCR",134,112,23,19,3,0,1,14,13,18,0,21,1,0.205357142,0.134328358,0.156716417,0.315789473,0.258928571,0.574718044,0.2694615103248367,68.69651670105439,84.24954322076613,0.03191489,0.25531915,"Nick Loftin",27630,679845
"Mauricio Dubón","HOU",223,211,61,43,15,0,3,29,29,7,0,19,1,0.289099526,0.031390134,0.085201793,0.31081081,0.402843601,0.713654411,0.3097544030563251,101.2694283187252,86.42010403173575,0.03061224,0.25510204,"Mauricio Dubon",16530,643289
"Nick Ahmed","SFG",155,140,34,27,5,1,1,12,14,9,0,30,1,0.242857142,0.058064516,0.193548387,0.287581699,0.314285714,0.601867413,0.26684914500105616,74.72560849171181,84.66526780686937,0.02608696,0.25217391,"Nick Ahmed",12147,605113
"Niko Goodrum","- - -",33,29,3,3,0,0,0,2,0,3,0,10,0,0.103448275,0.09090909,0.303030303,0.1875,0.103448275,0.290948275,0.14780432917177677,-7.929964892855236,86.33111233181424,0.05,0.25,"Niko Goodrum",12092,592348
"Austin Wynns","CIN",5,5,3,0,3,0,0,2,1,0,0,1,0,0.6,0,0.2,0.6,1.2,1.8,0.7571779489517212,400.35432333344687,92.00138854980469,0,0.25,"Austin Wynns",15271,642851
"Taylor Trammell","- - -",8,7,1,1,0,0,0,2,0,1,0,3,0,0.142857142,0.125,0.375,0.25,0.142857142,0.392857142,0.19707243889570236,32.595801163734464,82.00393104553223,0,0.25,"Taylor Trammell",19960,666211
"Samad Taylor","SEA",5,5,2,2,0,0,0,2,0,0,0,1,0,0.4,0,0.2,0.4,0.4,0.8,0.3542135953903198,135.11332909807777,90.47493489583333,0,0.25,"Samad Taylor",22274,669392
"Jonathan Ornelas","TEX",5,3,1,0,1,0,0,0,1,1,0,0,0,0.333333333,0.2,0,0.5,0.666666666,1.166666666,0.488252192735672,220.3656486456701,83.94691975911458,0,0.25,"Jonathan Ornelas",24597,680716
"Levi Jordan","CIN",11,10,1,0,1,0,0,1,1,0,0,3,0,0.1,0,0.272727272,0.09090909,0.2,0.29090909,0.1147239316593517,-38.07816197185691,91.63262939453125,0,0.25,"Levi Jordan",25138,682119
"Austin Shenton","TBR",44,37,7,2,4,0,1,3,3,7,0,13,0,0.189189189,0.159090909,0.295454545,0.318181818,0.378378378,0.696560196,0.3118716126138514,106.38855435565202,84.63548278808594,0.04166667,0.25,"Austin Shenton",25425,668853
"Noelvi Marte","CIN",21,20,3,2,1,0,0,4,2,1,0,4,0,0.15,0.047619047,0.19047619,0.19047619,0.2,0.39047619,0.17733698799496606,4.651118510315991,85.80074310302734,0,0.25,"Noelvi Marte",26517,682622
"Kevin Newman","ARI",184,173,48,35,10,1,2,25,19,8,0,25,0,0.277456647,0.04347826,0.135869565,0.307692307,0.38150289,0.689195197,0.3015091127746708,94.34427568881732,85.77994573196308,0.01986755,0.24503311,"Kevin Newman",17696,621028
"Alan Trejo","COL",67,63,9,9,0,0,0,4,1,2,0,15,1,0.142857142,0.029850746,0.223880597,0.181818181,0.142857142,0.324675323,0.15264108415805933,-22.18385816190819,86.5343654466712,0.02040816,0.24489796,"Alan Trejo",20056,676701
"Keibert Ruiz","WSN",231,216,46,35,7,0,4,18,21,8,0,29,4,0.212962962,0.034632034,0.125541125,0.251082251,0.300925925,0.552008176,0.24463160290862573,55.36730148734909,85.42421361019737,0.02105263,0.24210526,"Keibert Ruiz",19610,660688
"Jake Fraley","CIN",209,190,52,42,8,1,1,26,9,15,0,39,2,0.27368421,0.071770334,0.18660287,0.33014354,0.342105263,0.672248803,0.30031342825821145,88.57442646291814,83.7249691611842,0.02614379,0.24183007,"Jake Fraley",19260,641584
"Adam Frazier","KCR",165,147,31,22,7,0,2,16,10,15,0,30,3,0.210884353,0.09090909,0.181818181,0.296969696,0.299319727,0.596289423,0.27260993827473035,70.85402106550733,84.14191305226294,0.02564103,0.23931624,"Adam Frazier",15223,624428
"Santiago Espinal","CIN",191,171,33,26,3,0,4,13,21,12,0,22,0,0.192982456,0.062827225,0.115183246,0.240641711,0.280701754,0.521343465,0.23190783434373172,41.89212120610124,85.36007072099673,0.01273885,0.23566879,"Santiago Espinal",19997,669289
"Jace Peterson","ARI",26,22,1,1,0,0,0,2,1,3,0,6,0,0.045454545,0.115384615,0.23076923,0.153846153,0.045454545,0.199300698,0.11379502140558682,-33.758208521069875,82.60242417279412,0,0.23529412,"Jace Peterson",12325,607054
"Joey Wiemer","MIL",27,26,4,4,0,0,0,2,0,1,0,9,0,0.153846153,0.037037037,0.333333333,0.185185185,0.153846153,0.339031338,0.1567844991330747,-4.421638231728435,82.79560403262867,0.05882353,0.23529412,"Joey Wiemer",27690,686894
"Rafael Marchán","PHI",35,32,7,4,1,0,2,5,4,2,0,3,0,0.21875,0.057142857,0.085714285,0.264705882,0.4375,0.702205882,0.3034827323520885,95.38560808920857,84.20418574892241,0.1,0.23333333,"Rafael Marchan",21646,665561
"Luis Arraez","- - -",378,356,111,91,16,2,2,48,22,15,1,21,5,0.311797752,0.039682539,0.055555555,0.347480106,0.38483146,0.732311566,0.3228602052686062,112.18467892226006,86.57701725746269,0.01780415,0.23145401,"Luis Arraez",18568,650333
"Tucker Barnhart","ARI",96,81,14,11,3,0,0,13,6,13,0,31,0,0.172839506,0.135416666,0.322916666,0.287234042,0.209876543,0.497110585,0.2394718660953197,52.00794731195193,83.40473840591756,0.03846154,0.23076923,"Tucker Barnhart",10200,571466
"Zach DeLoach","CHW",25,22,3,2,1,0,0,1,1,3,0,9,0,0.136363636,0.12,0.36,0.24,0.181818181,0.421818181,0.20424671173095704,27.142202398551195,87.1891035600142,0,0.23076923,"Zach DeLoach",27471,676113
"Trevor Story","BOS",34,31,7,4,3,0,0,1,4,3,1,9,0,0.225806451,0.088235294,0.264705882,0.294117647,0.322580645,0.616698292,0.2639429316376195,62.94296089863475,88.14327170632102,0,0.22727273,"Trevor Story",12564,596115
"Drew Millas","WSN",32,30,5,3,1,0,1,2,1,2,0,8,0,0.166666666,0.0625,0.25,0.21875,0.3,0.51875,0.23021148703992367,45.52652367518645,86.80587913876488,0.04545455,0.22727273,"Drew Millas",25643,686452
"Ryan Kreidler","DET",38,34,5,4,0,0,1,6,2,4,0,12,0,0.147058823,0.105263157,0.315789473,0.236842105,0.235294117,0.472136222,0.22032708870737175,38.86102104013343,81.44244384765625,0.09090909,0.22727273,"Ryan Kreidler",25867,668952
"Danny Mendick","CHW",125,118,23,14,7,0,2,10,6,4,0,30,2,0.194915254,0.032,0.24,0.233870967,0.305084745,0.538955712,0.23848752052553238,50.60619636391721,83.6546560704023,0.05617978,0.2247191,"Danny Mendick",18889,664901
"Brayan Rocchio","CLE",248,213,45,31,12,0,2,33,15,26,0,47,5,0.211267605,0.104838709,0.189516129,0.308943089,0.295774647,0.604717736,0.27766907287806997,80.51823862800623,84.80910584984755,0.02941176,0.22352941,"Brayan Rocchio",23690,677587
"Omar Narváez","NYM",69,65,10,8,2,0,0,4,5,3,0,12,0,0.153846153,0.04347826,0.173913043,0.19117647,0.184615384,0.375791854,0.17178433782914104,10.66870104500875,86.13147212009804,0,0.22222222,"Omar Narvaez",13338,553882
"Bryce Johnson","SDP",25,21,4,3,1,0,0,2,0,3,0,4,0,0.19047619,0.12,0.16,0.291666666,0.238095238,0.529761904,0.24965424090623856,64.4796482866955,85.23525390625,0,0.22222222,"Bryce Johnson",20002,669369
"Steven Kwan","CLE",256,232,84,62,13,2,7,49,24,20,0,20,3,0.362068965,0.078125,0.078125,0.419607843,0.525862068,0.945469911,0.4116120090671614,172.30451229050675,86.28126887077295,0.01877934,0.22065728,"Steven Kwan",24610,680757
"David Dahl","PHI",56,52,12,7,2,0,3,6,8,3,0,16,0,0.23076923,0.053571428,0.285714285,0.267857142,0.442307692,0.710164834,0.3034666957599776,95.37466417299704,86.86533335092905,0.08108108,0.21621622,"David Dahl",13744,621311
"Owen Miller","MIL",27,27,5,4,1,0,0,2,3,0,0,8,0,0.185185185,0,0.296296296,0.185185185,0.222222222,0.407407407,0.17792960007985434,10.0084982614631,89.61089766652961,0,0.21052632,"Owen Miller",24655,680911
"Chris Taylor","LAD",130,114,19,14,2,1,2,12,12,12,0,44,2,0.166666666,0.092307692,0.338461538,0.255813953,0.254385964,0.510199917,0.23559496199437815,52.00476500955141,84.20030691964286,0.09722222,0.20833333,"Chris Taylor",13757,621035
"Jake McCarthy","ARI",220,188,53,41,7,2,3,27,19,21,1,38,6,0.281914893,0.095454545,0.172727272,0.368663594,0.388297872,0.756961466,0.33655494258359625,118.26074262519174,84.65861395474138,0.02580645,0.20645161,"Jake McCarthy",21622,664983
"Luis Guillorme","- - -",101,90,23,16,6,1,0,8,6,9,0,19,0,0.255555555,0.08910891,0.188118811,0.32,0.344444444,0.664444444,0.2956048262119293,89.13793844041906,87.34258524576823,0.01369863,0.20547945,"Luis Guillorme",16451,641645
"Michael Siani","STL",190,171,39,30,5,2,2,22,12,8,0,49,1,0.228070175,0.042105263,0.257894736,0.26519337,0.315789473,0.580982843,0.25668694235343303,66.35617292147312,84.47787024456522,0.03787879,0.20454545,"Michael Siani",22557,672279
"Sal Frelick","MIL",289,258,70,57,10,1,2,38,18,26,0,51,3,0.271317829,0.089965397,0.176470588,0.344947735,0.341085271,0.686033006,0.309973761387403,100.11992764610834,84.66395561256219,0.01435407,0.20095694,"Sal Frelick",29622,686217
"CJ Alexander","KCR",8,8,1,1,0,0,0,0,0,0,0,3,0,0.125,0,0.375,0.125,0.125,0.25,0.11069174855947495,-40.10268702964856,79.16674194335937,0.2,0.2,"CJ Alexander",20557,680769
"Ernie Clement","TOR",160,153,41,26,10,1,4,19,14,3,0,13,1,0.267973856,0.01875,0.08125,0.284810126,0.424836601,0.709646727,0.30572317899027956,99.0416297316901,85.63099988758992,0.04895105,0.1958042,"Ernie Clement",20352,676391
"Dylan Carlson","STL",109,96,19,15,4,0,0,10,8,9,0,26,2,0.197916666,0.082568807,0.23853211,0.275229357,0.239583333,0.51481269,0.2384871720174037,53.936030272135746,85.04165988498264,0.02777778,0.19444444,"Dylan Carlson",20126,666185
"Taylor Walls","TBR",60,50,8,6,1,1,0,7,3,9,0,20,0,0.16,0.15,0.333333333,0.283333333,0.22,0.503333333,0.2399221082528432,57.08414842686359,85.88262348790323,0,0.19354839,"Taylor Walls",22458,670764
"Jason Delay","PIT",19,15,3,0,3,0,0,1,6,3,0,0,0,0.2,0.157894736,0,0.333333333,0.4,0.733333333,0.3255014618237813,109.53252848194822,83.23028157552083,0,0.1875,"Jason Delay",19806,641511
"Geraldo Perdomo","ARI",84,76,20,16,4,0,0,10,6,5,0,12,2,0.263157894,0.059523809,0.142857142,0.325301204,0.315789473,0.641090677,0.29055968250136777,86.87201184084029,85.20868820440573,0,0.18461538,"Geraldo Perdomo",22799,672695
"Whit Merrifield","PHI",156,138,26,19,4,0,3,19,9,15,0,18,2,0.188405797,0.096153846,0.115384615,0.277419354,0.282608695,0.560028049,0.2573022246360779,63.87045801524269,83.3767069327731,0.03305785,0.18181818,"Whit Merrifield",11281,593160
"Sam Haggerty","SEA",16,15,1,1,0,0,0,1,1,1,0,4,0,0.066666666,0.0625,0.25,0.125,0.066666666,0.191666666,0.09853621944785118,-40.0931749943471,84.2771883877841,0,0.18181818,"Sam Haggerty",18054,664059
"Ali Sánchez","MIA",19,15,4,4,0,0,0,1,0,2,0,5,1,0.266666666,0.105263157,0.263157894,0.388888888,0.266666666,0.655555554,0.3137023117807176,102.43850554252892,83.35348510742188,0,0.18181818,"Ali Sanchez",18551,645305
"Nicky Lopez","CHW",255,232,57,50,6,1,0,20,9,15,0,40,2,0.245689655,0.058823529,0.156862745,0.297188755,0.280172413,0.577361168,0.26208731161063936,66.77828385539543,85.75866124018324,0.01010101,0.18181818,"Nicky Lopez",19339,670032
"Nick Madrigal","CHC",94,86,19,16,3,0,0,5,10,4,0,10,3,0.220930232,0.042553191,0.106382978,0.279569892,0.255813953,0.535383845,0.24608451063914966,57.72841730532785,85.0540234375,0,0.18181818,"Nick Madrigal",20521,663611
"Tyler Black","MIL",38,34,8,6,2,0,0,2,1,4,0,12,0,0.235294117,0.105263157,0.315789473,0.315789473,0.294117647,0.60990712,0.278981908371574,78.9700324377124,83.4897793856534,0,0.18181818,"Tyler Black",29949,672012
"Cavan Biggio","- - -",168,142,28,22,4,0,2,19,10,16,0,54,8,0.197183098,0.095238095,0.321428571,0.313253012,0.267605633,0.580858645,0.27408354612718144,77.4490853162746,82.22878247638081,0.03333333,0.17777778,"Cavan Biggio",19252,624415
"Tyler Wade","SDP",110,95,22,20,2,0,0,16,7,10,0,23,1,0.231578947,0.09090909,0.209090909,0.311320754,0.252631578,0.563952332,0.2629007179782076,73.5194950428566,83.25061405066288,0,0.17105263,"Tyler Wade",15730,642180
"Cooper Hummel","HOU",8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0.25,0,0,0,0,-100,82.2995096842448,0.16666667,0.16666667,"Cooper Hummel",19458,669450
"Conner Capel","CIN",8,8,2,2,0,0,0,1,0,0,0,2,0,0.25,0,0.25,0.25,0.25,0.5,0.2213834971189499,34.70995532114207,87.72903442382812,0,0.16666667,"Conner Capel",19983,668843
"Drew Waters","KCR",8,8,1,1,0,0,0,0,0,0,0,2,0,0.125,0,0.25,0.125,0.125,0.25,0.11069174855947495,-40.10268702964856,74.5392354329427,0,0.16666667,"Drew Waters",20505,671221
"J.P. Martínez","ATL",10,10,2,1,1,0,0,2,0,0,0,4,0,0.2,0,0.4,0.2,0.3,0.5,0.21474972367286682,33.9341137542757,83.71300252278645,0,0.16666667,"J.P. Martinez",24451,679881
"Grae Kessinger","HOU",11,11,0,0,0,0,0,1,0,0,0,5,0,0,0,0.454545454,0,0,0,0,-100,75.24862162272136,0,0.16666667,"Grae Kessinger",25813,666197
"Curt Casali","SFG",50,43,10,8,2,0,0,5,4,5,0,7,1,0.232558139,0.1,0.14,0.326530612,0.279069767,0.605600379,0.2813436863373737,84.61717677581233,84.00352647569444,0,0.16216216,"Curt Casali",12510,592200
"Armando Alvarez","OAK",17,15,6,5,1,0,0,5,1,2,0,2,0,0.4,0.117647058,0.117647058,0.470588235,0.466666666,0.937254901,0.41598377858891206,177.7941450443713,80.71498460036058,0,0.15384615,"Armando Alvarez",19292,669137
"Nick Allen","OAK",77,70,12,9,2,0,1,4,3,5,0,19,0,0.171428571,0.064935064,0.246753246,0.226666666,0.242857142,0.469523808,0.2135342844327291,39.06279270772178,83.87724609375,0.01886792,0.1509434,"Nick Allen",22277,669397
"Michael Stefanic","LAA",35,31,6,5,1,0,0,1,4,3,0,4,1,0.193548387,0.085714285,0.114285714,0.285714285,0.225806451,0.511520736,0.24243383918489728,52.40546163091325,83.72775607638889,0,0.14814815,"Michael Stefanic",25353,683021
"Jacob Hurtubise","CIN",68,54,10,8,1,1,0,7,4,6,0,18,3,0.185185185,0.088235294,0.264705882,0.296875,0.24074074,0.53761574,0.2540703397244215,57.01656910915802,82.78864881727431,0,0.14634146,"Jacob Hurtubise",27599,674441
"César Salazar","HOU",19,16,6,4,2,0,0,4,5,1,0,3,0,0.375,0.052631578,0.157894736,0.388888888,0.5,0.888888888,0.37539488739437527,146.25048988277675,85.97115652901786,0,0.13333333,"Cesar Salazar",21587,663967
"Tony Kemp","BAL",10,9,0,0,0,0,0,1,0,1,0,1,0,0,0.1,0.1,0.1,0,0.1,0.06910455226898193,-62.21428428965671,82.78331647600446,0,0.125,"Tony Kemp",14894,643393
"Garrett Stubbs","PHI",100,92,20,17,2,0,1,8,6,8,0,28,0,0.217391304,0.08,0.28,0.28,0.27173913,0.55173913,0.25172479808330533,60.064232325432684,78.41663998463115,0,0.125,"Garrett Stubbs",18067,596117
"Blake Dunn","CIN",12,10,1,0,1,0,0,4,0,1,0,2,1,0.1,0.083333333,0.166666666,0.25,0.2,0.45,0.2229519486427307,35.780320018292336,87.38314819335938,0,0.125,"Blake Dunn",29487,694362
"Nasim Nuñez","WSN",13,12,1,1,0,0,0,6,0,1,0,3,0,0.083333333,0.076923076,0.23076923,0.153846153,0.083333333,0.237179486,0.12127534701273991,-28.81520557879923,84.66787283761161,0,0.11111111,"Nasim Nunez",25979,683083
