Name,Team,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,AVG,BB%,K%,OBP,SLG,OPS,wOBA,wRC+,EV,Barrel%,HardHit%,NameASCII,PlayerId,MLBAMID
"Jose Miranda","MIN",245,226,67,42,16,1,8,28,37,13,1,35,3,0.296460176,0.053061224,0.142857142,0.33877551,0.482300884,0.821076394,0.35234946647628407,130.89142517928576,89.71666599548969,0.07731959,0.40206186,"Jose Miranda",20538,669304
"Leody Taveras","TEX",291,263,59,41,11,2,5,32,19,27,0,55,0,0.2243346,0.092783505,0.189003436,0.296551724,0.338403041,0.634954765,0.2840647387093511,80.44333495791415,90.00281591322816,0.05741627,0.40191388,"Leody Taveras",18900,665750
"Brenton Doyle","COL",333,295,78,53,13,2,10,49,32,27,1,84,3,0.264406779,0.081081081,0.252252252,0.328267477,0.423728813,0.75199629,0.3272434863738897,96.97076315463285,88.91119730247641,0.0913242,0.40182648,"Brenton Doyle",25479,686668
"Mookie Betts","LAD",331,283,86,57,16,3,10,50,40,47,0,34,1,0.303886925,0.141993957,0.102719033,0.404833836,0.487632508,0.892466344,0.3907304096438013,157.87447403330924,90.47704882028113,0.06024096,0.40160643,"Mookie Betts",13611,605141
"José Ramírez","CLE",350,322,89,48,17,1,23,65,76,25,4,45,1,0.276397515,0.071428571,0.128571428,0.328571428,0.54968944,0.878260868,0.37085169760478026,144.37293777900544,89.72229794289568,0.09677419,0.40143369,"Jose Ramirez",13510,608070
"Javier Báez","DET",196,186,34,24,9,0,1,15,25,6,0,42,1,0.182795698,0.030612244,0.214285714,0.209183673,0.247311827,0.4564955,0.20176165322868192,26.13879626297268,88.60492026969177,0.06122449,0.40136054,"Javier Baez",12979,595879
"Joey Meneses","WSN",305,273,64,49,12,0,3,19,43,21,1,62,5,0.234432234,0.068852459,0.203278688,0.295081967,0.311355311,0.606437278,0.27028303260081693,72.87271007515716,89.00187174479167,0.04608295,0.40092166,"Joey Meneses",14366,608841
"Lourdes Gurriel Jr.","ARI",333,316,84,59,13,1,11,37,48,13,0,65,3,0.265822784,0.039039039,0.195195195,0.3003003,0.417721518,0.718021818,0.3127052173600183,101.98487848211906,88.46708364335318,0.07539683,0.40079365,"Lourdes Gurriel Jr.",19238,666971
"David Peralta","SDP",66,58,12,10,2,0,0,6,4,6,0,13,2,0.206896551,0.09090909,0.196969696,0.303030303,0.24137931,0.544409613,0.25712679913549713,69.57917632739492,85.95535481770834,0.02222222,0.4,"David Peralta",2136,444482
"Jonah Bride","MIA",13,12,2,1,1,0,0,1,2,1,0,2,0,0.166666666,0.076923076,0.153846153,0.23076923,0.25,0.48076923,0.21834944303219134,37.366462873081765,86.09586181640626,0,0.4,"Jonah Bride",24703,681146
"Andrew McCutchen","PIT",306,267,62,42,7,1,12,43,25,34,1,79,5,0.232209737,0.111111111,0.258169934,0.330065359,0.400749063,0.730814422,0.3240551839109327,108.54553921469329,88.77047664561171,0.13297872,0.39893617,"Andrew McCutchen",9847,457705
"Korey Lee","CHW",217,206,48,33,7,0,8,22,23,11,0,63,0,0.233009708,0.050691244,0.29032258,0.2718894,0.383495145,0.655384545,0.28657491113733036,83.5587545203175,87.28237200797872,0.06993007,0.3986014,"Korey Lee",25543,686676
"Rhys Hoskins","MIL",259,223,50,32,7,0,11,25,38,27,1,66,5,0.224215246,0.104247104,0.254826254,0.317829457,0.403587443,0.7214169,0.3170323408995157,104.93694252176178,88.55565792059748,0.1242236,0.39751553,"Rhys Hoskins",16472,656555
"Rowdy Tellez","PIT",215,198,46,34,8,0,4,20,22,15,0,48,1,0.232323232,0.069767441,0.223255813,0.288372093,0.333333333,0.621705426,0.2770065318706424,76.43793790927309,89.53031901041666,0.05960265,0.39735099,"Rowdy Tellez",15679,642133
"Adam Duvall","ATL",213,192,33,21,6,0,6,19,20,17,0,62,3,0.171875,0.079812206,0.291079812,0.248826291,0.296875,0.545701291,0.2463834691495403,55.522058222746054,88.30957776717557,0.12977099,0.39694656,"Adam Duvall",10950,594807
"Masataka Yoshida","BOS",149,135,35,27,6,0,2,15,14,9,0,19,5,0.259259259,0.060402684,0.127516778,0.32885906,0.348148148,0.677007208,0.30499934630105957,91.07744427728505,88.22700026939656,0.03448276,0.39655172,"Masataka Yoshida",31837,807799
"Joey Loperfido","HOU",69,63,18,14,3,0,1,8,9,4,0,26,1,0.285714285,0.057971014,0.376811594,0.338235294,0.38095238,0.719187674,0.3196481413701001,108.04925111678085,90.27480336782095,0,0.39473684,"Joey Loperfido",29630,694388
"Manuel Margot","MIN",187,168,41,30,7,1,3,26,19,14,0,28,3,0.244047619,0.07486631,0.14973262,0.310160427,0.351190476,0.661350903,0.29433543924341865,91.1365001988282,89.01208673007247,0.07042254,0.3943662,"Manuel Margot",14712,622534
"Jorge Mateo","BAL",180,164,38,18,13,2,5,27,18,10,0,42,1,0.231707317,0.055555555,0.233333333,0.275280898,0.426829268,0.702110166,0.3006183130017827,96.43376393034447,89.06864289314517,0.04724409,0.39370079,"Jorge Mateo",17273,622761
"Nick Castellanos","PHI",357,327,76,50,13,2,11,41,42,25,0,80,3,0.232415902,0.070028011,0.224089635,0.291316526,0.3853211,0.676637626,0.2970709450104657,91.00998620223784,87.678955078125,0.07630522,0.3935743,"Nick Castellanos",11737,592206
"Jeremy Peña","HOU",344,317,88,66,15,1,6,41,35,16,0,55,6,0.277602523,0.046511627,0.15988372,0.321637426,0.388012618,0.709650044,0.31217346658483586,102.92712549449416,88.50072587404215,0.04494382,0.39325843,"Jeremy Pena",21636,665161
"Jonah Heim","TEX",278,258,60,46,7,0,7,26,33,18,0,53,1,0.232558139,0.064748201,0.190647482,0.284172661,0.341085271,0.625257932,0.2776702140732635,76.06139735904776,89.55085784313725,0.07281553,0.39320388,"Jonah Heim",16930,641680
"Kyle Isbel","KCR",223,206,48,33,5,4,6,28,22,12,0,42,1,0.233009708,0.053811659,0.188340807,0.277272727,0.383495145,0.660767872,0.2879412052306262,81.35998654934681,89.10720619248467,0.04761905,0.39285714,"Kyle Isbel",21614,664728
"Gabriel Moreno","ARI",221,194,45,30,11,1,3,24,26,24,1,33,1,0.231958762,0.108597285,0.149321266,0.316742081,0.345360824,0.662102905,0.29483254822817717,89.78796082638202,89.19482721434049,0.05521472,0.39263804,"Gabriel Moreno",22664,672515
"Max Kepler","MIN",230,210,51,30,15,0,6,27,28,14,0,47,3,0.242857142,0.060869565,0.204347826,0.296943231,0.4,0.696943231,0.3045153602241949,98.11243367907586,89.69543232361963,0.09036145,0.39156627,"Max Kepler",12144,596146
"Willi Castro","MIN",337,297,81,48,21,5,7,51,27,27,0,83,12,0.272727272,0.080118694,0.246290801,0.356083086,0.447811447,0.803894533,0.35252401029320785,131.01103377531987,87.9878369372038,0.0744186,0.39069767,"Willi Castro",17338,650489
"Nick Gonzales","PIT",182,168,47,32,9,1,5,21,27,8,1,44,2,0.279761904,0.043956043,0.241758241,0.314917127,0.434523809,0.749440936,0.3217122832934062,106.94666410002807,89.0841781374008,0.1015625,0.390625,"Nick Gonzales",27490,693304
"Mike Tauchman","CHC",256,220,57,41,10,1,5,38,19,33,0,52,2,0.259090909,0.12890625,0.203125,0.359375,0.381818181,0.741193181,0.3324498583097011,116.66706972910845,88.76367768787202,0.07692308,0.39053254,"Mike Tauchman",15274,643565
"Dane Myers","MIA",73,64,15,9,4,1,1,12,11,4,0,25,3,0.234375,0.05479452,0.342465753,0.301369863,0.375,0.676369863,0.29610884597856707,90.43212574078127,89.2638564691311,0.09756098,0.3902439,"Dane Myers",22054,667472
"Mark Canha","DET",320,272,61,42,13,0,6,35,32,35,2,62,10,0.224264705,0.109375,0.19375,0.33125,0.338235294,0.669485294,0.301959956217112,94.8010872376213,88.60762360622066,0.03286385,0.38967136,"Mark Canha",11445,592192
"Yasmani Grandal","PIT",122,115,20,14,4,0,2,7,15,5,0,22,0,0.173913043,0.040983606,0.180327868,0.20661157,0.260869565,0.467481135,0.20688247188063694,28.582892919921033,90.63105676529256,0.07368421,0.38947368,"Yasmani Grandal",11368,518735
"Carlos Santana","MIN",307,275,69,42,15,0,12,32,39,28,2,49,4,0.25090909,0.091205211,0.15960912,0.328990228,0.436363636,0.765353864,0.33367886621443954,118.09713476103238,88.9610325636062,0.07079646,0.38938053,"Carlos Santana",2396,467793
"Tommy Pham","CHW",213,190,50,37,9,0,4,25,16,22,0,41,1,0.263157894,0.103286384,0.192488262,0.342723004,0.37368421,0.716407214,0.32071496819106626,106.9537069436674,91.07535475127551,0.05369128,0.38926174,"Tommy Pham",2967,502054
"Travis d'Arnaud","ATL",182,163,38,18,13,0,7,21,25,12,0,40,4,0.233128834,0.065934065,0.219780219,0.296703296,0.441717791,0.738421087,0.3186270221249088,104.8235173555978,90.19121723790323,0.1031746,0.38888889,"Travis d'Arnaud",7739,518595
"Austin Wells","NYY",164,141,30,18,9,0,3,19,13,19,0,36,1,0.212765957,0.115853658,0.219512195,0.304878048,0.340425531,0.645303579,0.28870667408152323,88.03689853023403,89.76727120535715,0.06481481,0.38888889,"Austin Wells",27562,669224
"Tyler Locklear","SEA",32,30,6,3,1,0,2,3,3,1,0,12,1,0.2,0.03125,0.375,0.25,0.433333333,0.683333333,0.29575775004923344,95.05564206876558,86.69260660807292,0.11111111,0.38888889,"Tyler Locklear",31396,682988
"Edouard Julien","MIN",194,169,35,22,6,0,7,24,17,24,0,66,1,0.207100591,0.12371134,0.340206185,0.30927835,0.366863905,0.676142255,0.30321553441667065,97.22170983295551,88.90078883495146,0.11650485,0.38834951,"Edouard Julien",27534,666397
"Kyle Higashioka","SDP",106,101,20,7,3,1,9,14,22,5,0,34,0,0.198019801,0.047169811,0.320754716,0.235849056,0.514851485,0.750700541,0.317317045522186,110.65504884769273,89.06627506996269,0.14925373,0.3880597,"Kyle Higashioka",5517,543309
"Christian Bethancourt","MIA",88,82,13,8,3,0,2,9,7,3,0,22,1,0.158536585,0.034090909,0.25,0.197674418,0.268292682,0.4659671,0.20695273820744003,29.58896364961164,88.09293339170259,0.0483871,0.38709677,"Christian Bethancourt",10028,542194
"Spencer Torkelson","DET",230,209,42,23,15,0,4,24,18,16,0,56,3,0.200956937,0.069565217,0.24347826,0.266375545,0.33014354,0.596519085,0.2654373273578794,69.77344410297364,88.8426393995098,0.04516129,0.38709677,"Spencer Torkelson",27465,679529
"J.P. Crawford","SEA",272,237,50,31,11,1,7,33,25,33,0,57,1,0.210970464,0.121323529,0.209558823,0.308823529,0.354430379,0.663253908,0.2975132173913367,96.2586006603288,88.09473207980226,0.07734807,0.38674033,"J.P. Crawford",15491,641487
"Joey Ortiz","MIL",256,216,58,36,13,2,7,32,28,35,0,43,2,0.268518518,0.13671875,0.16796875,0.372549019,0.444444444,0.816993463,0.35913900721306896,133.67196458229165,87.82852909482759,0.0625,0.38636364,"Joey Ortiz",25493,687401
"Jake Cronenworth","SDP",362,323,83,52,17,2,12,44,53,26,0,63,6,0.256965944,0.071823204,0.174033149,0.32122905,0.433436532,0.754665582,0.3290437123628968,118.65772538007467,89.79588341346154,0.08988764,0.38576779,"Jake Cronenworth",18036,630105
"Jazz Chisholm Jr.","MIA",340,309,79,53,12,4,10,36,39,27,4,87,3,0.25566343,0.079411764,0.255882352,0.320588235,0.417475728,0.738063963,0.31905435398221016,106.09092128077683,89.48022347383721,0.11659193,0.38565022,"Jazz Chisholm Jr.",20454,665862
"Brendan Donovan","STL",344,307,83,56,18,1,8,37,42,24,0,48,10,0.270358306,0.069767441,0.139534883,0.340116279,0.413680781,0.75379706,0.3321050020844437,117.82402349874368,88.78451277858527,0.05725191,0.38549618,"Brendan Donovan",24679,680977
"Jamie Westbrook","BOS",24,18,4,2,1,0,1,1,4,2,0,8,1,0.222222222,0.083333333,0.333333333,0.304347826,0.444444444,0.74879227,0.3132020960683408,96.69849348186419,92.80908203125,0.15384615,0.38461538,"Jamie Westbrook",15504,642197
"Andruw Monasterio","MIL",64,56,11,8,2,0,1,8,6,7,0,17,1,0.196428571,0.109375,0.265625,0.296875,0.285714285,0.582589285,0.2692819219082594,72.35043156656796,87.02345002003206,0.12820513,0.38461538,"Andruw Monasterio",19455,655316
"Kyle McCann","OAK",95,83,24,18,3,0,3,9,9,12,1,31,0,0.289156626,0.126315789,0.326315789,0.378947368,0.433734939,0.812682307,0.35665251346344645,137.136564342539,88.34588153545673,0.15384615,0.38461538,"Kyle McCann",25575,668832
"Willy Adames","MIL",375,327,78,47,18,0,13,45,56,44,0,77,1,0.23853211,0.117333333,0.205333333,0.328,0.412844036,0.740844036,0.3261954687436422,111.19017280087506,88.27617805088933,0.1027668,0.38339921,"Willy Adames",15986,642715
"Otto Lopez","MIA",175,163,41,31,7,0,3,18,19,6,0,27,1,0.251533742,0.034285714,0.154285714,0.279069767,0.349693251,0.628763018,0.2753041750469873,76.23431027542864,88.47112064085145,0.05673759,0.38297872,"Otto Lopez",19608,672640
"Nolan Gorman","STL",303,271,52,27,8,0,17,33,41,29,1,111,1,0.191881918,0.09570957,0.366336633,0.270627062,0.409594095,0.680221157,0.29536657439951863,92.75247016953361,88.14652076863354,0.16049383,0.38271605,"Nolan Gorman",22263,669357
"Jorge Polanco","SEA",204,181,35,27,3,0,5,16,15,21,1,66,2,0.193370165,0.102941176,0.323529411,0.284313725,0.292817679,0.577131404,0.2625202154878325,72.2791558282913,87.09243639380531,0.06956522,0.3826087,"Jorge Polanco",13152,593871
"Anthony Santander","BAL",338,304,71,34,14,1,22,46,56,25,0,61,6,0.233552631,0.073964497,0.180473372,0.301775147,0.503289473,0.80506462,0.3445013775627994,126.50524875475057,88.97549426020409,0.1097561,0.38211382,"Anthony Santander",14551,623993
"Kris Bryant","COL",101,86,16,12,2,0,2,5,10,11,0,31,4,0.186046511,0.108910891,0.306930693,0.306930693,0.279069767,0.58600046,0.2749872892209799,61.30935584191639,88.05191761363636,0.05454545,0.38181818,"Kris Bryant",15429,592178
"Blake Perkins","MIL",261,234,58,44,7,2,5,37,24,23,0,70,3,0.247863247,0.088122605,0.268199233,0.32183908,0.358974358,0.680813438,0.30417848638191075,96.1650347583744,88.62191381209936,0.04848485,0.38181818,"Blake Perkins",19921,663368
"Josh Bell","MIA",351,318,76,52,15,1,8,30,35,24,1,65,5,0.23899371,0.068376068,0.185185185,0.3,0.367924528,0.667924528,0.2940199897760648,89.00661918053248,88.4009904035433,0.06614786,0.38132296,"Josh Bell",13145,605137
"Nelson Velázquez","KCR",230,205,41,24,8,1,8,31,27,19,0,61,3,0.2,0.082608695,0.265217391,0.273913043,0.365853658,0.639766701,0.28163161174110746,77.03624920861448,88.16479326105443,0.08843537,0.38095238,"Nelson Velazquez",23359,676369
"Jordan Beck","COL",81,79,15,9,4,0,2,4,8,1,1,30,0,0.189873417,0.012345679,0.37037037,0.197530864,0.316455696,0.51398656,0.21437351927161216,19.94445642915201,88.56333984375,0.1,0.38,"Jordan Beck",31431,687597
"Josh Rojas","SEA",260,235,61,42,13,2,4,31,16,22,0,50,1,0.259574468,0.084615384,0.192307692,0.325581395,0.382978723,0.708560118,0.31391205575114994,107.49613440616221,89.37649668817934,0.05882353,0.37967914,"Josh Rojas",19734,668942
"Ezequiel Tovar","COL",371,351,97,59,24,2,12,42,37,13,0,103,2,0.276353276,0.035040431,0.277628032,0.304347826,0.458689458,0.763037284,0.32868717238307,97.9559836186172,88.11613642068274,0.07905138,0.37944664,"Ezequiel Tovar",24064,678662
"Nathaniel Lowe","TEX",256,223,60,43,11,0,6,29,33,29,0,52,1,0.269058295,0.11328125,0.203125,0.3515625,0.399103139,0.750665639,0.33249593735672534,113.63149238769618,89.04227443099711,0.04597701,0.37931034,"Nathaniel Lowe",19566,663993
"Jorge Soler","SFG",302,266,61,34,17,0,10,42,32,29,0,72,3,0.229323308,0.09602649,0.238410596,0.308970099,0.406015037,0.714985136,0.31372162155138694,106.71298164720406,90.05381503807106,0.0959596,0.37878788,"Jorge Soler",14221,624585
"Jose Trevino","NYY",174,158,38,29,1,0,8,20,26,11,0,29,2,0.240506329,0.06321839,0.166666666,0.294797687,0.398734177,0.693531864,0.30357034392439564,98.22243654099515,88.75890833730917,0.06060606,0.37878788,"Jose Trevino",16725,624431
"Gabriel Arias","CLE",153,146,34,21,9,1,3,15,15,5,0,49,1,0.232876712,0.032679738,0.320261437,0.261437908,0.369863013,0.631300921,0.2740562667254529,78.04251259385737,89.85279815051021,0.08163265,0.37755102,"Gabriel Arias",22563,672356
"Anthony Rendon","LAA",83,75,20,17,3,0,0,9,3,6,0,15,1,0.266666666,0.072289156,0.180722891,0.325301204,0.306666666,0.63196787,0.28564644937055655,82.01750820104738,88.87635091145833,0.03278689,0.37704918,"Anthony Rendon",12861,543685
"Amed Rosario","TBR",229,220,64,47,12,3,2,18,24,7,0,38,1,0.29090909,0.030567685,0.165938864,0.31441048,0.4,0.71441048,0.3111696995501956,105.90755859446426,86.55090398736338,0.04918033,0.37704918,"Amed Rosario",15518,642708
"Ty France","SEA",289,252,58,39,11,0,8,25,29,27,0,70,9,0.23015873,0.093425605,0.242214532,0.325259515,0.369047619,0.694307134,0.31178641009908237,106.03950594122593,88.10311005806011,0.09289617,0.37704918,"Ty France",17982,664034
"James Outman","LAD",124,109,16,9,4,0,3,10,10,13,0,40,2,0.14678899,0.104838709,0.322580645,0.25,0.266055045,0.516055045,0.2390678539391487,54.374784661634315,87.15622877038044,0.05797101,0.37681159,"James Outman",24770,681546
"Zach Neto","LAA",304,281,70,40,19,0,11,33,38,15,0,73,6,0.24911032,0.049342105,0.240131578,0.300330033,0.434163701,0.734493734,0.3195579417861334,105.2558335037403,88.73037300857843,0.09047619,0.37619048,"Zach Neto",31347,687263
"Michael A. Taylor","PIT",176,157,30,24,4,1,1,18,11,12,0,60,0,0.191082802,0.068181818,0.34090909,0.244186046,0.248407643,0.492593689,0.22244230189988778,39.20145045501024,88.8631083170573,0.07692308,0.375,"Michael A. Taylor",11489,572191
"Pavin Smith","ARI",61,56,15,7,5,0,3,9,14,4,0,9,0,0.267857142,0.06557377,0.147540983,0.311475409,0.517857142,0.829332551,0.35198475786897004,128.79057368124006,89.07037353515625,0.10416667,0.375,"Pavin Smith",19892,656976
"Jack Suwinski","PIT",225,200,36,23,6,0,7,24,23,22,2,66,1,0.18,0.097777777,0.293333333,0.263392857,0.315,0.578392857,0.2565097548403181,62.45023972033928,88.30915912828948,0.07352941,0.375,"Jack Suwinski",22244,669261
"Brett Wisely","SFG",118,111,33,22,8,0,3,15,15,5,0,25,0,0.297297297,0.042372881,0.211864406,0.324786324,0.45045045,0.775236774,0.33530782328711617,121.44414033025497,88.42723446800595,0.10227273,0.375,"Brett Wisely",27735,689172
"Henry Davis","PIT",102,85,13,8,4,0,1,9,5,13,0,40,1,0.152941176,0.12745098,0.392156862,0.267326732,0.235294117,0.502620849,0.23667566965122033,48.914784996494184,86.75928253823139,0.0625,0.375,"Henry Davis",29617,680779
"Jackson Holliday","BAL",36,34,2,2,0,0,0,5,1,2,0,18,0,0.058823529,0.055555555,0.5,0.111111111,0.058823529,0.16993464,0.08758775062031215,-49.548413656221705,87.319580078125,0.0625,0.375,"Jackson Holliday",31781,702616
"Tyrone Taylor","NYM",179,166,37,23,9,1,4,24,21,8,0,37,3,0.222891566,0.044692737,0.20670391,0.269662921,0.361445783,0.631108704,0.276886257897602,82.39382811352623,87.5065689086914,0.08396947,0.3740458,"Tyrone Taylor",13675,621438
"Luis Matos","SFG",123,118,29,21,4,0,4,12,24,4,1,12,0,0.245762711,0.032520325,0.097560975,0.268292682,0.381355932,0.649648614,0.27853810347494534,82.7025515512888,86.86051584404206,0.02803738,0.37383178,"Luis Matos",26467,682641
"Christian Encarnacion-Strand","CIN",123,116,22,14,6,0,2,13,16,4,0,35,1,0.189655172,0.032520325,0.284552845,0.219512195,0.293103448,0.512615643,0.22429329011498428,36.695697087302975,87.76354087271342,0.08433735,0.37349398,"Christian Encarnacion-Strand",30011,687952
"Gavin Lux","LAD",245,229,50,38,8,2,2,27,21,16,0,52,0,0.218340611,0.065306122,0.212244897,0.269387755,0.296943231,0.566330986,0.25361815423381573,64.30440475649354,87.22376043146306,0.03954802,0.37288136,"Gavin Lux",19955,666158
"Jake Rogers","DET",174,162,33,22,5,0,6,24,14,9,0,53,2,0.203703703,0.051724137,0.304597701,0.252873563,0.345679012,0.598552575,0.26351994755624353,68.4595327300032,88.9071280103211,0.1,0.37272727,"Jake Rogers",19452,668670
"Tyler Freeman","CLE",291,251,53,34,12,0,7,41,30,22,1,44,13,0.211155378,0.075601374,0.151202749,0.305555555,0.342629482,0.648185037,0.2913513582342593,89.89421636720331,87.75514573317308,0.04245283,0.37264151,"Tyler Freeman",22532,671289
"Michael Busch","CHC",285,243,63,39,13,1,10,36,30,37,1,93,2,0.259259259,0.129824561,0.326315789,0.357894736,0.444444444,0.80233918,0.35044253061355,128.94588163335473,88.81179327713816,0.11764706,0.37254902,"Michael Busch",26319,683737
"Austin Martin","MIN",118,108,29,19,9,0,1,26,9,10,0,22,0,0.268518518,0.084745762,0.186440677,0.330508474,0.379629629,0.710138103,0.31491001329179535,105.2355153303741,88.02932526344476,0.01162791,0.37209302,"Austin Martin",27462,668885
"Stuart Fairchild","CIN",178,160,37,27,6,0,4,22,22,14,0,40,3,0.23125,0.078651685,0.224719101,0.305084745,0.34375,0.648834745,0.2914549358147012,82.52908974849463,86.13106317934782,0.0661157,0.37190083,"Stuart Fairchild",20321,656413
"Brett Harris","OAK",59,47,6,2,1,0,3,8,7,9,0,13,2,0.127659574,0.152542372,0.220338983,0.288135593,0.340425531,0.628561124,0.2863661717560332,88.97186392425697,88.24995814732142,0.08571429,0.37142857,"Brett Harris",29788,695391
"Miguel Amaya","CHC",187,169,32,25,4,1,2,11,15,12,0,40,3,0.189349112,0.064171122,0.213903743,0.252688172,0.260355029,0.513043201,0.23322024236443223,48.9494028396874,89.11767578125,0.03030303,0.37121212,"Miguel Amaya",21693,665804
"Alex Verdugo","NYY",346,311,75,48,17,1,9,40,43,28,0,50,1,0.241157556,0.080924855,0.14450867,0.300578034,0.389067524,0.689645558,0.30123250711859995,96.62040111501271,88.46522700471698,0.05617978,0.37078652,"Alex Verdugo",17027,657077
"Alejandro Kirk","TOR",159,137,27,19,6,0,2,7,18,17,0,25,1,0.197080291,0.106918238,0.157232704,0.283018867,0.284671532,0.567690399,0.25785746177037555,66.24097637289222,90.18534307065218,0.05172414,0.37068966,"Alejandro Kirk",22581,672386
"Kevin Pillar","- - -",162,145,42,25,9,1,7,23,30,10,0,28,5,0.289655172,0.061728395,0.172839506,0.354037267,0.510344827,0.864382094,0.3731805970950156,141.82462208566247,86.45481225999735,0.05882353,0.3697479,"Kevin Pillar",12434,607680
"Luis García Jr.","WSN",281,269,69,48,14,0,7,25,36,12,0,47,0,0.256505576,0.042704626,0.167259786,0.288256227,0.3866171,0.674873327,0.29511901237786453,89.82162788959415,88.2724114343318,0.07657658,0.36936937,"Luis Garcia Jr.",20391,671277
"Jonathan India","CIN",320,269,74,50,18,1,5,39,34,41,0,63,7,0.275092936,0.128125,0.196875,0.38125,0.40520446,0.78645446,0.35097847767174245,123.14998040856588,88.04462139423077,0.06220096,0.36842105,"Jonathan India",21523,663697
"Donovan Solano","SDP",149,133,37,29,5,0,3,14,17,12,0,28,3,0.278195488,0.080536912,0.187919463,0.348993288,0.383458646,0.732451934,0.3264995033308964,116.92147055247273,87.07496499115567,0.01886792,0.36792453,"Donovan Solano",8623,456781
"Kyle Manzardo","CLE",87,82,17,7,10,0,0,4,7,3,0,23,1,0.207317073,0.034482758,0.264367816,0.24137931,0.329268292,0.570647602,0.248435880260906,60.48578380859241,88.98264973958334,0.08333333,0.36666667,"Kyle Manzardo",29794,700932
"Jared Triolo","PIT",252,223,45,36,5,0,4,18,24,24,0,66,1,0.201793721,0.095238095,0.261904761,0.277777777,0.278026905,0.555804682,0.25301981066900586,60.06858304854532,87.43834228515625,0.03726708,0.36645963,"Jared Triolo",25807,669707
"Bobby Dalbec","BOS",93,83,11,8,2,0,1,6,8,8,0,43,1,0.13253012,0.086021505,0.462365591,0.217391304,0.192771084,0.410162388,0.1948379187480263,15.5877826040484,86.01358032226562,0.02439024,0.36585366,"Bobby Dalbec",19966,666915
"Ezequiel Duran","TEX",187,176,45,37,6,0,2,14,13,9,0,43,1,0.255681818,0.048128342,0.229946524,0.294117647,0.323863636,0.617981283,0.274922909264896,74.17876824735549,87.27367424242425,0.02985075,0.36567164,"Ezequiel Duran",23733,677649
"Anthony Volpe","NYY",395,362,93,66,14,7,6,58,28,26,0,87,3,0.256906077,0.065822784,0.220253164,0.311224489,0.3839779,0.695202389,0.3057374269986639,99.70746058006321,87.70672743055556,0.04301075,0.3655914,"Anthony Volpe",27647,683011
"Austin Barnes","LAD",82,72,15,13,2,0,0,5,4,8,0,22,0,0.208333333,0.097560975,0.268292682,0.2875,0.236111111,0.523611111,0.24455290660262108,58.11797126573064,87.145283203125,0.01923077,0.36538462,"Austin Barnes",12158,605131
"Andrew Knizner","TEX",71,68,10,8,1,0,1,4,6,1,0,17,1,0.147058823,0.014084507,0.239436619,0.169014084,0.205882352,0.374896436,0.1665606565878425,-0.0779836343543768,86.60299917367789,0.05769231,0.36538462,"Andrew Knizner",19514,668800
"Will Brennan","CLE",226,207,53,37,7,1,8,28,24,16,2,27,2,0.256038647,0.07079646,0.119469026,0.314159292,0.415458937,0.729618229,0.31628396016146454,106.97963116188829,87.50180121527778,0.0718232,0.36464088,"Will Brennan",25660,686823
"Aledmys Díaz","OAK",30,29,3,3,0,0,0,2,1,1,0,7,0,0.103448275,0.033333333,0.233333333,0.133333333,0.103448275,0.236781608,0.11158824960390727,-30.797155997562164,87.3470126065341,0,0.36363636,"Aledmys Diaz",15937,649557
"Jahmai Jones","NYY",36,31,8,6,0,1,1,6,2,2,0,10,2,0.258064516,0.055555555,0.277777777,0.342857142,0.419354838,0.76221198,0.3373424325670515,121.36523345514469,86.13675362723214,0.09090909,0.36363636,"Jahmai Jones",18872,663330
"Connor Norby","BAL",14,14,3,2,0,0,1,2,2,0,0,3,0,0.214285714,0,0.214285714,0.214285714,0.428571428,0.642857142,0.2740842359406607,78.25091586230003,87.46709095348011,0.09090909,0.36363636,"Connor Norby",29592,681393
"Heston Kjerstad","BAL",41,34,9,5,2,0,2,3,8,5,1,12,2,0.264705882,0.121951219,0.292682926,0.390243902,0.5,0.890243902,0.3823207601904869,152.42151057770474,89.0987382368608,0.09090909,0.36363636,"Heston Kjerstad",31166,677008
"JJ Bleday","OAK",348,310,75,39,22,3,11,35,30,36,2,66,1,0.241935483,0.103448275,0.189655172,0.32276657,0.438709677,0.761476247,0.33056942846464077,119.2627649039269,89.33515785751028,0.08163265,0.36326531,"JJ Bleday",26368,668709
"Chas McCormick","HOU",150,136,29,20,5,1,3,15,18,11,0,44,1,0.213235294,0.073333333,0.293333333,0.273333333,0.330882352,0.604215685,0.26762329975763954,72.3984994955957,87.5762684581044,0.09574468,0.36170213,"Chas McCormick",19599,676801
"Garrett Cooper","- - -",116,107,22,15,5,1,1,6,11,7,0,35,2,0.205607476,0.060344827,0.301724137,0.267241379,0.29906542,0.566306799,0.2546709904382969,58.97880573200969,85.90957302517361,0.09722222,0.36111111,"Garrett Cooper",15279,643265
"Chadwick Tromp","ATL",54,52,13,7,6,0,0,3,6,1,0,17,0,0.25,0.018518518,0.314814814,0.259259259,0.365384615,0.624643874,0.2678067209544005,70.14201432748277,88.05996365017361,0.02777778,0.36111111,"Chadwick Tromp",16953,644433
"Danny Jansen","TOR",187,163,37,19,13,0,5,23,16,20,0,32,2,0.226993865,0.106951871,0.171122994,0.315508021,0.398773006,0.714281027,0.31458269689172347,105.11273850200821,88.48923561789773,0.08270677,0.36090226,"Danny Jansen",16535,643376
